"Timestamp","Accel_X","Accel_Y","Accel_Z","Gyro_X","Gyro_Y","Gyro_Z","Temperature","Current_RMS","Power","label"
"2024-09-02 21:59:13",1.56580788574219,-9.75158336181641,-0.375889660644531,-1.83206106870229,2.09923664122137,-1.95419847328244,30.5535294117647,0.422021105754658,97.0648543235713,0
"2024-09-02 21:59:14",2.93768543701172,-9.35175168457031,-0.660799658203125,-2.95419847328244,4.86259541984733,-0.0610687022900763,30.5535294117647,0.455438229309543,104.750792741195,0
"2024-09-02 21:59:16",1.64002813720703,-9.86650504150391,-0.112527478027344,-1.52671755725191,3.55725190839695,-2.12977099236641,30.5535294117647,0.433216536966684,99.6398035023373,0
"2024-09-02 21:59:17",0.706289489746094,-9.83538041992187,-0.569819995117188,-0.564885496183206,-1.78625954198473,-2.09160305343511,30.5064705882353,0.454043331283197,104.429966195135,0
"2024-09-02 21:59:19",0.797269152832031,-10.0867715942383,-1.31202250976562,-1.23664122137405,-1.19847328244275,-1.70229007633588,30.6005882352941,0.432557940414298,99.4883262952886,0
"2024-09-02 21:59:20",1.2641384765625,-9.75397756347656,-0.538695373535156,-2.61068702290076,0.099236641221374,-2.17557251908397,30.5535294117647,0.446057213852351,102.593159186041,0
"2024-09-02 21:59:22",-0.162805712890625,-9.82819781494141,-1.22822545166016,-2.19083969465649,-1.3587786259542,-1.80916030534351,30.6005882352941,0.445073345185438,102.366869392651,0
"2024-09-02 21:59:23",2.60010300292969,-8.87769975585937,-0.426167895507812,-3.12977099236641,5.78625954198473,-2.01526717557252,30.5535294117647,0.447426068050676,102.907995651655,0
"2024-09-02 21:59:25",0.816422766113281,-9.56004722900391,-1.72621939697266,-1.61068702290076,0.099236641221374,-2.3206106870229,30.6476470588235,0.449430496921725,103.369014291997,0
"2024-09-02 21:59:26",-0.198718737792969,-9.90241806640625,-0.960074865722656,-2.50381679389313,1.25190839694656,-2.55725190839695,30.6005882352941,0.432184342421933,99.4023987570445,0
"2024-09-02 21:59:28",1.21864864501953,-8.88248815917969,-1.53707746582031,-3.45038167938931,2.70229007633588,-3.88549618320611,30.6005882352941,0.45250936351784,104.077153609103,0
"2024-09-02 21:59:29",0.840364782714844,-9.78031378173828,-1.20667763671875,-1.41984732824427,4.78625954198473,-1.7175572519084,30.6005882352941,0.427096407011319,98.2321736126034,0
"2024-09-02 21:59:31",-0.359130249023437,-10.1873280639648,-0.653617053222656,-0.290076335877863,0.366412213740458,-2.20610687022901,30.6005882352941,0.442578873102889,101.793140813664,0
"2024-09-02 21:59:32",0.378283862304687,-9.76355437011719,-0.620098229980469,-1.67175572519084,4.49618320610687,-0.0381679389312977,30.6005882352941,0.429131510023706,98.7002473054524,0
"2024-09-02 21:59:34",1.06541973876953,-9.05726488037109,-0.890643017578125,-4.09160305343511,1.02290076335878,-0.099236641221374,30.6947058823529,0.442740734652192,101.830368970004,0
"2024-09-02 21:59:35",0.488417138671875,-9.44273134765625,-2.02788880615234,-0.0458015267175573,1.0763358778626,-2.09160305343511,30.5535294117647,0.445852046899664,102.545970786923,0
"2024-09-02 21:59:37",1.07260234375,-9.66539210205078,-0.239420166015625,-3.27480916030534,4.3969465648855,-2.25190839694656,30.7417647058824,0.418478544669896,96.2500652740762,0
